10,5,2090,3354,585,3016,3222
11,4,516,815,2663,1467,
12,1,941,,,,
13,3,3425,2726,3615,,
14,3,1509,3742,986,,
15,4,1380,2296,711,2562,
16,5,1850,872,1587,1820,3638
17,3,1486,2807,3376,,
18,5,3302,1784,221,672,2263
19,3,662,839,487,,
20,1,783,,,,
21,1,3723,,,,
22,2,756,707,,,
23,5,2151,292,3174,1754,799
24,3,3241,2388,1491,,
25,5,1368,3253,1617,1250,560
26,3,2660,1457,2010,,
27,5,1182,2456,3557,3500,2007
28,5,2764,3329,1194,2555,1435
29,1,3342,,,,
30,2,1257,380,,,
31,3,3826,1607,3768,,
32,4,3923,161,3506,3750,
33,5,100,871,2303,850,357
34,3,1410,488,653,,
35,5,1414,3424,2213,2083,921
36,3,3443,177,70,,
37,3,721,674,1079,,
38,5,71,3246,845,3512,171
39,3,1201,2715,2080,,
40,2,1029,3183,,,
41,4,616,1873,3254,3801,
42,1,1999,,,,
43,3,3430,447,248,,
44,3,2523,3253,770,,
45,2,800,3401,,,
46,1,611,,,,
47,1,252,,,,
48,1,3828,,,,
49,5,21,908,690,3058,491
50,2,57,3395,,,
51,3,2831,3934,2002,,
52,1,145,,,,
53,5,3039,1121,2763,1590,266
54,5,1439,2322,301,1207,1589
55,3,3927,451,2555,,
56,4,241,2924,3847,3815,
57,4,2648,582,1255,76,
58,1,1561,,,,
59,5,98,3414,3455,90,152
60,2,1304,75,,,
61,5,2586,3119,1755,2067,1812
62,5,227,1039,747,19,1353
63,5,3066,3075,2147,1420,3074
64,1,1099,,,,
65,5,2805,180,2492,2803,2761
66,3,1931,1143,386,,
67,2,83,1976,,,
68,4,1835,417,1061,2209,
69,1,1264,,,,
70,4,986,749,2406,1685,
71,5,3348,1945,1821,212,1986
72,2,2051,2346,,,
73,3,3901,2174,3364,,
74,2,3114,1044,,,
75,3,3262,1649,1287,,
76,1,279,,,,
77,1,212,,,,
78,5,1687,1827,623,1395,3109
79,2,2089,2989,,,
80,2,2878,825,,,
81,1,906,,,,
82,2,3252,3139,,,
83,4,1250,2795,39,2823,
84,5,2165,2053,1299,349,1709
85,2,3391,3639,,,
86,2,1804,631,,,
87,4,1442,2527,1017,69,
88,5,1257,1828,915,1350,1232
89,1,3632,,,,
90,4,3216,538,1228,2905,
91,4,2095,1482,2251,3504,
92,5,680,1480,215,765,1794
93,5,931,3291,1009,3347,2186
94,5,1859,1429,1970,292,1902
95,3,1872,2029,3485,,
96,3,3438,3867,1582,,
97,3,497,479,1137,,
98,1,407,,,,
99,5,3409,647,2537,3607,3889
100,2,2681,3179,,,
101,4,2135,1871,1714,1235,
102,2,2693,1644,,,
103,3,1995,460,3377,,
104,1,1777,,,,
105,5,3907,1305,2288,424,672
106,5,2565,2655,2815,701,3043
107,1,737,,,,
108,1,347,,,,
109,4,3731,3191,1506,931,
110,5,2205,1044,1098,2730,647
111,5,2251,1930,3548,1223,2516
112,1,1905,,,,
113,3,1064,3510,311,,
114,5,3657,637,3440,56,1947
115,4,190,2605,1763,1319,
116,2,2156,936,,,
117,1,765,,,,
118,4,1908,3353,776,1070,
119,1,2274,,,,
120,1,1216,,,,
121,1,1615,,,,
122,4,1870,2452,2256,1312,
123,3,2274,167,3023,,
124,5,3581,928,3263,2347,2385
125,2,808,1804,,,
126,3,644,1461,3639,,
127,2,651,2281,,,
128,1,810,,,,
129,1,3394,,,,
130,1,1055,,,,
131,5,191,2336,1166,2020,1124
132,2,1025,1294,,,
133,3,3254,2091,2375,,
134,2,118,1643,,,
135,2,1502,2538,,,
136,1,2242,,,,
137,3,3691,3636,2275,,
138,5,277,1020,1493,3077,2821
139,2,1986,2313,,,
140,2,2765,1266,,,
141,3,544,598,552,,
142,2,729,1214,,,
143,5,140,1164,2167,461,2728
144,2,1525,1557,,,
145,1,745,,,,
146,1,2293,,,,
147,1,3104,,,,
148,1,2412,,,,
149,1,2821,,,,
150,5,188,1554,3315,569,395
151,4,1490,1441,3192,2354,
152,4,2243,1984,470,2689,
153,2,1804,3482,,,
154,1,1246,,,,
155,2,429,813,,,
156,2,3266,1983,,,
157,2,1015,517,,,
158,2,3281,1250,,,
159,3,947,3223,3078,,
160,5,2393,1821,1628,490,2050
161,3,1660,2602,2721,,
162,5,2510,1267,3700,825,748
163,2,1106,3530,,,
164,2,3517,3682,,,
165,3,2108,1044,2461,,
166,1,3750,,,,
167,2,218,457,,,
168,2,1572,1997,,,
169,2,1670,372,,,
170,3,2586,447,2555,,
171,5,654,320,435,3284,45
172,5,915,1546,1058,1946,446
173,4,1620,2173,2174,1609,
174,1,797,,,,
175,5,3235,1839,2582,3910,124
176,4,2740,241,3483,1896,
177,2,1456,80,,,
178,4,887,1893,437,2558,
179,1,2107,,,,
180,5,478,168,3188,1078,2406
181,5,2895,628,1265,2050,1424
182,5,2982,2980,2368,2050,2349
183,2,1682,2095,,,
184,3,82,1071,3266,,
185,2,294,1692,,,
186,5,2498,115,2493,1276,3598
187,2,2803,554,,,
188,3,48,1140,3715,,
189,4,2101,3708,1144,3654,
190,4,3160,565,2882,3288,
191,5,3031,3304,477,3060,1101
192,5,2990,2324,573,1803,3299
193,5,1752,3182,200,2619,1485
194,5,471,2505,2005,863,1233
195,2,2605,2987,,,
196,3,3483,2297,3405,,
197,3,1441,3132,453,,
198,2,2366,941,,,
199,1,2637,,,,
200,2,1445,67,,,
201,2,2174,25,,,
202,4,636,3147,2530,3921,
203,2,2038,1710,,,
204,1,1930,,,,
205,4,3389,2768,2146,3070,
206,2,3288,2729,,,
207,3,3414,768,287,,
208,4,259,3439,3595,3161,
209,5,1521,3479,829,3661,1176
210,5,2852,2964,528,3424,2639
211,3,1459,848,805,,
212,3,1683,405,256,,
213,3,29,1563,3350,,
214,2,800,2091,,,
215,3,1204,950,914,,
216,5,1305,2262,831,3670,1336
217,1,1799,,,,
218,3,1435,3766,77,,
219,5,323,1533,1066,3231,27
220,5,2680,2046,2666,3106,3344
221,1,1978,,,,
222,4,296,1541,3860,3162,
223,5,243,3707,1362,1638,2501
224,1,1822,,,,
225,5,3036,3521,595,2968,44
226,4,582,2890,1865,1192,
227,3,2093,750,3396,,
228,4,2822,1010,2395,943,
229,3,273,1959,2450,,
230,2,2292,3625,,,
231,1,3047,,,,
232,4,1341,119,2437,1269,
233,3,142,521,1813,,
234,4,847,71,3903,2960,
235,3,3593,2133,1047,,
236,4,3909,3127,884,557,
237,2,1733,3820,,,
238,1,775,,,,
239,2,3811,144,,,
240,2,1269,529,,,
241,2,1027,212,,,
242,2,1225,1568,,,
243,1,617,,,,
244,5,3300,2120,2886,785,2829
245,1,1778,,,,
246,2,1461,2222,,,
247,1,1943,,,,
248,3,3355,3641,1685,,
249,1,3506,,,,
250,1,264,,,,
251,2,607,835,,,
252,5,244,2916,2194,3410,1917
253,2,790,2868,,,
254,4,667,2381,1135,2460,
255,1,1172,,,,
256,1,560,,,,
257,5,1256,688,2023,1445,2394
258,5,680,3633,1693,2326,73
259,4,2638,2213,494,2655,
260,2,3300,510,,,
261,2,3916,561,,,
262,4,2183,1791,3848,3520,
263,2,2029,3441,,,
264,3,479,3622,794,,
265,1,2811,,,,
266,5,3931,2024,2194,2960,3107
267,4,1817,3129,902,181,
268,2,151,1164,,,
269,5,2784,3222,477,1100,3376
270,4,2542,2936,117,3183,
271,3,2381,2561,3892,,
272,1,3154,,,,
273,2,756,2792,,,
274,4,3749,2857,1302,2565,
275,3,3719,2278,810,,
276,3,616,256,3917,,
277,1,3710,,,,
278,5,873,3067,3119,1457,2702
279,4,2524,3555,971,3686,
280,5,1700,583,1357,424,81
281,4,285,2965,2175,253,
282,1,1741,,,,
283,3,2339,3678,3185,,
284,4,337,421,398,3383,
285,3,1819,2810,3084,,
286,3,2992,2822,971,,
287,1,938,,,,
288,4,2488,55,3936,870,
289,5,3583,2436,2481,46,1703
290,5,2116,953,3169,2969,2117
291,3,617,1740,2210,,
292,5,5,3895,1388,2040,1533
293,1,2532,,,,
294,1,2156,,,,
295,4,2652,223,2994,2791,
296,2,3269,3073,,,
297,3,3789,2857,3546,,
298,1,2504,,,,
299,5,3773,2039,1319,3167,863
300,4,2436,647,1832,1792,
301,4,3100,245,779,2229,
302,2,3433,421,,,
303,2,776,413,,,
304,4,976,2323,735,2068,
305,2,1651,1240,,,
306,2,453,2591,,,
307,2,3114,1213,,,
308,5,2371,3675,770,3000,2449
309,3,3238,1933,1322,,
310,3,409,3425,1655,,
311,2,2545,3803,,,
312,5,1823,3924,3494,2319,714
313,1,3316,,,,
314,5,200,3598,662,1166,552
315,5,461,1836,2356,379,1294
316,3,2678,541,3581,,
317,2,3701,2494,,,
318,1,2255,,,,
319,5,2042,3365,3635,2422,2638
320,4,1804,1563,1593,3322,
321,1,668,,,,
322,2,2434,2746,,,
323,4,2919,781,1271,2128,
324,4,2310,2033,2859,2808,
325,3,2638,521,1128,,
326,5,3827,591,1801,787,258
327,2,484,3647,,,
328,1,1808,,,,
329,2,2184,1368,,,
330,5,293,3128,2741,3299,3736
331,2,720,229,,,
332,1,2862,,,,
333,2,244,3586,,,
334,1,237,,,,
335,5,1677,500,1375,1302,484
336,4,1655,2852,2557,360,
337,2,3824,568,,,
338,5,917,444,2798,302,1215
339,2,2184,1405,,,
340,3,1080,910,1164,,
341,4,297,3445,3507,2892,
342,4,3546,131,3130,2289,
343,3,1908,3857,3922,,
344,5,3926,3938,3258,3910,3572
345,3,3574,3276,3291,,
346,5,38,3468,73,3678,232
347,1,1483,,,,
348,2,1163,1867,,,
349,1,2024,,,,
350,5,893,801,3720,2078,568
351,4,1799,3851,2186,899,
352,1,1116,,,,
353,5,2479,2238,1541,1479,931
354,5,3858,500,3743,830,3527
355,2,760,60,,,
356,3,1888,975,2335,,
357,4,1734,3097,2707,2766,
358,4,3354,2964,3383,2029,
359,2,2660,1599,,,
360,4,3243,2973,3498,3461,
361,1,3728,,,,
362,5,144,608,428,2095,1396
363,2,296,2638,,,
364,1,3294,,,,
365,3,3606,816,1237,,
366,4,3455,2933,1437,1609,
367,1,2468,,,,
368,2,2152,1862,,,
369,1,843,,,,
370,4,2970,91,3513,3446,
371,2,332,873,,,
372,5,2829,234,1274,2007,79
373,3,1686,1618,1838,,
374,4,1419,1908,242,1253,
375,5,954,3631,2678,2089,1186
376,2,1042,3329,,,
377,3,3341,667,1845,,
378,4,3913,1421,3719,609,
379,1,2983,,,,
380,5,564,395,1263,2611,2574
381,5,1982,2740,2082,1308,3583
382,1,1547,,,,
383,2,3780,3139,,,
384,4,3797,559,3145,2378,
